rooms,square,living_space,kitchen_scace,curr_floor,max_floor,home_type,build_year,district,serv_lift,pass_lift,parking,loggia,balcony,garbage_chute,bathroom,repair_type,wind_view,emergency_exit,avg_price_for_m,avg_room_price,price
1,42.0,18.0,9.0,4,18,Кирпичный,nan,Октябрьский,0,0,0,0,0,0,nan,nan,nan,1,259116.0,23024144.0,215000.0
1,47.0,17.0,10.0,5,5,nan,2000,Первомайский,0,0,0,0,0,0,nan,nan,nan,1,253643.0,20172455.0,215000.0
0,27.0,16.0,9.0,9,17,nan,2013,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,nan,253643.0,20172455.0,215000.0
0,27.0,15.0,9.0,11,17,nan,2014,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,nan,253643.0,20172455.0,215000.0
2,43.0,27.0,6.0,5,5,Кирпичный,1964,Первомайский,1,1,0,0,1,0,nan,nan,Во двор,1,253643.0,2815124.0,215000.0
1,35.4,17.8,10.0,8,18,nan,2017,Октябрьский,1,1,1,1,0,0,nan,nan,nan,nan,nan,nan,171900.0
1,33.34,14.2,9.8,3,25,nan,nan,Ленинский,0,1,1,0,1,0,nan,nan,nan,nan,nan,nan,163982.0
0,27.0,15.0,9.0,11,17,nan,2014,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,215000.0
2,43.0,27.0,6.0,5,5,Кирпичный,1964,Первомайский,1,1,0,0,1,0,nan,nan,Во двор,1,253643.0,2815124.0,215000.0
1,33.0,19.0,6.0,2,5,nan,nan,Пролетарский,0,0,0,0,1,0,nan,nan,nan,1,264324.0,25970619.0,215000.0
1,37.0,nan,nan,24,28,Монолитно,2016,Советский,1,1,1,1,0,0,nan,Евроремонт,nan,1,255918.0,21292776.0,215000.0
1,39.0,17.0,7.0,20,24,Монолитный,2014,Советский,1,1,0,1,0,0,nan,Без ремонта,nan,nan,255918.0,21292776.0,215000.0
1,34.0,16.0,8.5,5,19,Панельный,2018,Советский,1,1,1,1,0,1,nan,Косметический,На улицу,nan,255918.0,21292776.0,215000.0
1,36.0,16.0,8.5,3,20,Панельный,2016,Советский,0,1,1,1,0,1,nan,Косметический,Во двор,1,255918.0,21292776.0,215000.0
0,28.0,16.0,5.0,11,17,Панельный,2014,Советский,0,1,0,0,1,0,nan,nan,Во двор,nan,255918.0,21292776.0,220000.0
1,37.0,18.0,8.0,11,20,Панельный,2013,Советский,0,1,0,0,1,0,nan,nan,Во двор,1,255918.0,21292776.0,220000.0
1,36.0,18.0,10.0,10,18,Панельный,2015,Октябрьский,0,1,0,1,0,0,nan,nan,Во двор,nan,255918.0,21292776.0,220000.0
3,47.0,30.0,7.0,5,5,Кирпичный,1963,Первомайский,1,1,0,0,1,0,nan,nan,nan,1,253643.0,35571648.0,220000.0
1,30.0,17.0,5.0,4,5,Кирпичный,1967,Советский,1,1,0,0,1,0,nan,nan,Во двор,nan,253643.0,35571648.0,220000.0
2,45.0,32.0,6.0,1,1,Кирпичный,1950,Пролетарский,0,0,0,0,0,0,nan,Косметический,nan,1,264324.0,35542732.0,220000.0
1,41.0,19.0,8.0,2,9,nan,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,22605996.0,220000.0
1,36.0,14.0,11.0,2,19,Кирпичный,2018,Ворошиловский,0,1,0,1,0,0,nan,nan,Во двор,nan,257326.0,22605996.0,220000.0
1,39.0,19.0,9.0,19,21,Панельный,2017,Советский,0,1,0,1,0,0,nan,nan,Во двор,1,255918.0,21292776.0,220000.0
1,43.0,18.0,10.0,13,16,Панельный,2015,Октябрьский,0,1,0,1,1,0,nan,nan,nan,1,259116.0,23024144.0,220000.0
1,34.0,18.0,6.0,5,5,Кирпичный,1965,Октябрьский,1,1,0,0,1,0,nan,nan,Во двор,1,259116.0,23024144.0,220000.0
1,32.2,17.0,6.0,3,4,Кирпичный,1968,Железнодорожный,1,1,0,0,1,0,nan,nan,На улицу,1,255976.0,21561848.0,220000.0
1,34.0,18.0,9.0,3,14,Кирпичный,2018,Пролетарский,0,1,0,0,1,0,1,nan,Во двор,1,264324.0,25970619.0,220000.0
2,44.0,28.0,7.0,5,9,Кирпичный,nan,Первомайский,0,1,0,0,1,0,1,nan,nan,1,253643.0,2815124.0,220000.0
1,43.0,21.0,10.0,9,20,Кирпичный,2018,Железнодорожный,0,1,0,1,0,0,nan,nan,Во двор,nan,253643.0,2815124.0,220000.0
1,33.0,18.0,6.0,5,5,Кирпичный,nan,Ворошиловский,1,1,0,0,1,0,nan,nan,Во двор,1,257326.0,22605996.0,220000.0
1,40.0,20.0,10.0,2,10,Панельный,2000,Советский,0,1,0,0,1,0,nan,nan,Во двор,nan,257326.0,22605996.0,220000.0
1,30.0,18.0,6.0,3,5,Кирпичный,1970,Октябрьский,1,1,0,0,1,0,1,nan,Во двор,1,259116.0,23024144.0,220000.0
1,38.0,20.1,7.0,7,9,nan,1972,Октябрьский,0,1,1,0,1,1,nan,nan,nan,nan,nan,nan,247000.0
1,40.0,19.0,8.0,5,6,Кирпичный,2017,Железнодорожный,0,1,0,0,1,0,nan,nan,Во двор,1,255976.0,21561848.0,220000.0
1,40.0,16.4,10.0,6,8,Кирпичный,nan,Ворошиловский,0,1,0,1,0,0,nan,nan,Во двор,1,257326.0,22605996.0,224000.0
1,40.9,12.0,20.0,16,19,Панельный,2018,Советский,0,1,0,1,0,0,nan,nan,Во двор,nan,257326.0,22605996.0,220000.0
1,37.0,19.0,8.0,5,19,Кирпичный,2012,Советский,0,1,0,1,0,0,nan,nan,Во двор,1,255918.0,21292776.0,220000.0
0,29.0,17.0,5.0,15,19,Панельный,2014,Железнодорожный,0,1,0,1,0,0,nan,nan,На улицу,nan,255918.0,21292776.0,220000.0
1,35.0,16.0,7.5,9,10,Кирпичный,1982,Пролетарский,0,1,0,1,0,0,nan,nan,nan,1,264324.0,25970619.0,220000.0
1,38.7,20.0,8.5,10,17,Кирпичный,2016,Советский,0,1,0,1,0,0,nan,nan,На улицу,1,255918.0,21292776.0,220000.0
2,47.0,30.0,7.0,5,5,Кирпичный,1965,Первомайский,1,1,0,0,1,0,1,nan,Во двор,1,253643.0,2815124.0,220000.0
0,41.7,17.0,6.0,4,18,Монолитный,2015,Октябрьский,0,1,0,1,0,0,nan,nan,Во двор,nan,253643.0,2815124.0,220000.0
2,43.0,28.0,6.0,1,5,nan,nan,Ворошиловский,0,0,0,0,0,0,nan,nan,nan,1,257326.0,30920232.0,220000.0
1,40.0,20.0,10.0,4,10,Панельный,nan,Ворошиловский,0,1,0,0,1,0,nan,Косметический,nan,1,257326.0,22605996.0,220000.0
1,39.0,18.0,10.0,14,16,Панельный,2016,Первомайский,0,1,0,1,1,0,nan,nan,Во двор,1,253643.0,20172455.0,220000.0
1,32.0,17.0,6.0,5,5,Панельный,1964,Советский,1,1,0,0,1,0,nan,nan,Во двор,nan,253643.0,20172455.0,220000.0
1,33.0,19.0,7.0,6,9,Кирпичный,1975,Первомайский,0,1,0,1,0,0,nan,nan,На улицу,1,253643.0,20172455.0,220000.0
1,43.5,19.5,11.0,17,25,Кирпичный,2018,Железнодорожный,0,1,0,1,0,0,nan,nan,Во двор,1,255976.0,21561848.0,220000.0
1,37.0,18.0,9.0,10,17,Панельный,2015,Октябрьский,0,1,0,0,1,0,nan,nan,Во двор,1,259116.0,23024144.0,220000.0
0,28.0,15.0,5.0,9,18,Панельный,2016,Советский,0,1,0,0,1,0,nan,nan,Во двор,nan,259116.0,23024144.0,220000.0
1,42.0,21.0,9.0,23,25,Кирпичный,2017,Железнодорожный,0,1,0,0,1,0,nan,nan,Во двор,1,255976.0,21561848.0,220000.0
1,38.0,20.0,10.0,14,16,Монолитно,2010,Советский,0,1,0,0,1,0,nan,Евроремонт,nan,1,255918.0,21292776.0,220500.0
1,51.0,22.0,14.0,2,6,Кирпичный,1999,Первомайский,0,0,0,0,1,0,nan,Евроремонт,Во двор,1,253643.0,20172455.0,220000.0
1,37.0,19.0,9.0,8,25,Кирпичный,2017,Советский,0,1,0,1,0,0,nan,nan,Во двор,1,255918.0,21292776.0,220000.0
1,33.0,17.0,8.0,14,18,Панельный,2018,Советский,0,1,0,0,1,0,nan,nan,Во двор,nan,255918.0,21292776.0,220000.0
1,32.0,18.0,6.0,2,9,Кирпичный,1976,Советский,0,1,0,0,0,0,1,nan,nan,1,255918.0,21292776.0,220000.0
2,46.0,30.1,6.0,2,5,nan,nan,Советский,0,0,0,0,1,0,nan,nan,nan,1,255918.0,2981303.0,220000.0
3,60.0,38.0,6.0,5,5,Панельный,1967,Советский,0,0,1,0,1,0,nan,nan,nan,nan,255918.0,2981303.0,220000.0
